seller-name,seller-type,layout_type,property_type,projName,location,val 2,unit,area,val 4,possession,number of bedrooms
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,36.99,L,"5,939 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,36.99,L,"5,939 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,36.99,L,"5,939 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,36.99,L,"5,939 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,40.6,L,"6,657 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,40.6,L,"6,657 / sq ft",Ready to move,,1 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,57,L,"6,299 / sq ft",Ready to move,,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,57,L,"6,299 / sq ft",Ready to move,,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,59.03,L,"6,589 / sq ft",Ready to move,,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Tatvam V Uptown,Ravet,59.03,L,"6,589 / sq ft",Ready to move,,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,70,L,"8,009 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,70,L,"8,009 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,70,L,"8,009 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,70,L,"8,009 / sq ft",Under Construction,Possession by Dec 2025,3 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,51,L,"7,680 / sq ft",Under Construction,Possession by Dec 2025,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,51,L,"7,680 / sq ft",Under Construction,Possession by Dec 2025,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,60,L,"8,426 / sq ft",Under Construction,Possession by Dec 2025,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Jhamtani Ace Abode Wing B,Ravet,60,L,"8,426 / sq ft",Under Construction,Possession by Dec 2025,2 BHK Property for Sale in Ravet Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,99,L,"10,421 / sq ft",Under Construction,Possession by Feb 2025,3 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,99,L,"10,421 / sq ft",Under Construction,Possession by Feb 2025,3 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,77,L,"10,239 / sq ft",Under Construction,Possession by Feb 2025,2 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,77,L,"10,239 / sq ft",Under Construction,Possession by Feb 2025,2 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,99,L,"10,421 / sq ft",Under Construction,Possession by Feb 2025,3 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,99,L,"10,421 / sq ft",Under Construction,Possession by Feb 2025,3 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,77,L,"10,239 / sq ft",Under Construction,Possession by Feb 2025,2 BHK Property for Sale in Wakad Pune
Corazon Homes,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,77,L,"10,239 / sq ft",Under Construction,Possession by Feb 2025,2 BHK Property for Sale in Wakad Pune
Patil Enterprises,AGENT,BHK,Apartment,,Sadashiv Peth,90,L,"9,473 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Sadashiv Peth Pune
Royal Properties,AGENT,BHK,Villa,Kolte Patil Life Republic Sector R2 2nd Avenue,Hinjewadi,2.5,Cr,"8,928 / sq ft",Ready to move,Resale,4 BHK Property for Sale in Hinjewadi Pune
Corazon Homes Securities,AGENT,BHK,Apartment,,Baner,40,L,"6,666 / sq ft",Under Construction,Possession by Dec 1899,
Corazon Homes Securities,AGENT,BHK,Apartment,Puraniks Aldea Anexo,Baner,43,L,"7,166 / sq ft",Under Construction,Possession by Dec 1899,
Corazon Homes Securities,AGENT,BHK,Apartment,,Bavdhan,45,L,"6,521 / sq ft",Ready to move,Grfloor,
Corazon Homes Securities,AGENT,BHK,Apartment,Pate Life Montage,Sus,70,L,"5,000 / sq ft",Ready to move,Grfloor,
Corazon Homes Securities,AGENT,BHK,Apartment,,Bhugaon,50,L,"6,250 / sq ft",Ready to move,Grfloor,
Corazon Homes Securities,AGENT,BHK,Apartment,Dreams Belle Vue,Bavdhan,78,L,"6,000 / sq ft",Ready to move,New,
Vishwaraj Associates,AGENT,BHK,Apartment,Venkatesh Erandwane Central Building B2 Phase 3,Erandwane,4,Cr,"16,273 / sq ft",Under Construction,Possession by Dec 2026,4 BHK Property for Sale in Erandwane Pune
INNOVATIVE PROPERTIES,AGENT,BHK,Apartment,Rachana Sai Park,Loni Kalbhor,36,L,"4,500 / sq ft",Ready to move,New,2 BHK Property for Sale in Loni Kalbhor Pune
Shree Properties,AGENT,BHK,Apartment,Manav Wildwoods,Wagholi,45.62,L,"4,953 / sq ft",Under Construction,Possession by Sep 2023,2 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Mahalaxmi Zen Estate,Kharadi,58,L,"5,550 / sq ft",Under Construction,Possession by Aug 2024,2 BHK Property for Sale in Kharadi Pune
Shree Properties,AGENT,BHK,Apartment,Percept Bounty II,Wadgaon Sheri,39,L,"5,972 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wadgaon Sheri Pune
Mahi property,AGENT,BHK,Apartment,Nyati Elan Central II,Wagholi,41,L,"4,784 / sq ft",Under Construction,Possession by Mar 2024,2 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Jalan Aura County C D,Wagholi,35,L,"5,368 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Majestique Manhattan,Wagholi,42.51,L,"4,315 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Kolte Patil Ivy Estate Nia,Wagholi,41.25,L,"4,904 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Sancheti Eves Garden,Mundhwa,55,L,"5,376 / sq ft",Ready to move,New,2 BHK Property for Sale in Mundhwa Pune
Shree Properties,AGENT,BHK,Apartment,Anshul Anshul Kanvas B Building,Wagholi,30.6,L,"4,473 / sq ft",Under Construction,Possession by Mar 2028,1 BHK Property for Sale in Wagholi Pune
Shree Properties,AGENT,BHK,Apartment,Shree Graffiti Phase 4,Mundhwa,61,L,"5,545 / sq ft",Ready to move,New,2 BHK Property for Sale in Mundhwa Pune
Mahi property,AGENT,BHK,Apartment,Madhuban Serene Spaces,Wagholi,46,L,"4,088 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
Mahi property,AGENT,BHK,Apartment,Madhuban Serene Spaces,Wagholi,47,L,"4,086 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
INNOVATIVE PROPERTIES,AGENT,BHK,Apartment,Nyati Elan Central II,Wagholi,40,L,"4,705 / sq ft",Under Construction,Possession by Nov 2024,2 BHK Property for Sale in Wagholi Pune
SRPROPERTIES,AGENT,BHK,Apartment,Anshul Karan Rhea,Wadgaon Sheri,47,L,"4,947 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wadgaon Sheri Pune
RS Real Estate,AGENT,BHK,Apartment,Dreams Nandini,Manjari,49.25,L,"4,735 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Manjari Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Kumar Primavera B6,Wadgaon Sheri,69,L,"6,571 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Wadgaon Sheri Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Goel Ganga Sarovar,Wadgaon Sheri,39,L,"7,784 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wadgaon Sheri Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Reputed Builder Venkatesh Flora,Mundhwa,65,L,"5,701 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Mundhwa Pune
Dynamic Consultancy,AGENT,BHK,Apartment,,Wadgaon Sheri,70,L,"8,045 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Wadgaon Sheri Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Goel Ganga Sarovar,Wadgaon Sheri,37,L,"7,341 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wadgaon Sheri Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Onyx Gagan Avencia,Kharadi,1.15,Cr,"7,656 / sq ft",Under Construction,NorthEast facing,3 BHK Property for Sale in Kharadi Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Mantra Mirari Phase 2,Mundhwa,1.45,Cr,"8,787 / sq ft",Under Construction,Possession by Jun 2026,3 BHK Property for Sale in Mundhwa Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Agarwal Sai Sanskruti,Wagholi,55,L,"5,116 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Shubh Sky Point Phase I A Wing,Mundhwa,65,L,"6,500 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Mundhwa Pune
Dynamic Consultancy,AGENT,BHK,Villa,,Kharadi,1.62,Cr,"9,199 / sq ft",Under Construction,East facing,3 BHK Property for Sale in Kharadi Pune
Dynamic Consultancy,AGENT,BHK,Villa,,Viman Nagar,1.69,Cr,"14,083 / sq ft",Ready to move,West facing,2 BHK Property for Sale in Viman Nagar Pune
Dynamic Consultancy,AGENT,BHK,Apartment,Kumar Primavera B6,Wadgaon Sheri,90,L,"7,826 / sq ft",Ready to move,,2 BHK Property for Sale in Wadgaon Sheri Pune
Patel Real estate,AGENT,BHK,Apartment,,Karve Nagar,60,L,"9,900 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Karve Nagar Pune
Om Sai Ram real estate services,AGENT,BHK,Independent House,,Aundh,2.45,Cr,"9,074 / sq ft",Ready to move,,3 BHK Property for Sale in Aundh Pune
Om Sai Ram real estate services,AGENT,BHK,Apartment,,Aundh,72,L,"9,561 / sq ft",Ready to move,,2 BHK Property for Sale in Aundh Pune
SAHAJ REAL ESTATE,AGENT,BHK,Apartment,Reputed Builder Swapna Nagari Society,Pimpri,90,L,"6,849 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Pimpri Pune
SAHAJ REAL ESTATE,AGENT,BHK,Apartment,Pharande Woodsville Phase 1 D1 and D3 Buildings,Chikhali,65,L,"6,842 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Chikhali Pune
Country Home,AGENT,BHK,Apartment,Tulip Infinity World,Tathawade,1.07,Cr,"6,755 / sq ft",Under Construction,Possession by May 2026,3 BHK Property for Sale in Tathawade Pune
Dube Real Estate,AGENT,BHK,Apartment,Bhandari Aura,Balewadi,1.16,Cr,"8,000 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Balewadi Pune
Dube Real Estate,AGENT,BHK,Apartment,Vilas Prime Panache B,Baner,1.21,Cr,"8,344 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Baner Pune
Royal Properties,AGENT,BHK,Villa,Kolte Patil Life Republic Sector R2 2nd Avenue,Hinjewadi,2.2,Cr,"8,627 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
World One Properties,AGENT,BHK,Apartment,Goyal My Home MH14 Punawale,Wakad,49.08,L,"4,908 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Wakad Pune
World One Properties,AGENT,BHK,Apartment,Mangalam Kk Mangalam Emerald,Rahatani,59.93,L,"5,654 / sq ft",Under Construction,Possession by May 2025,2 BHK Property for Sale in Rahatani Pune
World One Properties,AGENT,BHK,Apartment,Rose Gardenia,Mamurdi,42,L,"4,158 / sq ft",Under Construction,Possession by Dec 2023,2 BHK Property for Sale in Mamurdi Pune
World One Properties,AGENT,BHK,Apartment,GK Silverland Residency Phase 1,Ravet,41.46,L,"4,230 / sq ft",Ready to move,New,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,Sentosa Sentosa Serene,Tathawade,51,L,"5,604 / sq ft",Under Construction,Possession by May 2023,2 BHK Property for Sale in Tathawade Pune
World One Properties,AGENT,BHK,Apartment,Pharande Puneville,Tathawade,52,L,"5,000 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Tathawade Pune
World One Properties,AGENT,BHK,Apartment,Nexus Westpride,Tathawade,42.46,L,"4,995 / sq ft",Under Construction,Possession by Apr 2023,2 BHK Property for Sale in Tathawade Pune
World One Properties,AGENT,BHK,Apartment,Omkar Namrata Gloria,Ravet,42.99,L,"4,095 / sq ft",Ready to move,New,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,Space 64 Meridien,Ravet,43,L,"3,644 / sq ft",Under Construction,Possession by Oct 2023,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,,Ravet,38.95,L,"4,693 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,GK Arise,Tathawade,47.95,L,"5,328 / sq ft",Under Construction,West facing,2 BHK Property for Sale in Tathawade Pune
World One Properties,AGENT,BHK,Apartment,Goyal My Home MH14 Punawale,Wakad,49.76,L,"5,037 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Wakad Pune
World One Properties,AGENT,BHK,Apartment,Unique K Ville,Ravet,42.5,L,"4,336 / sq ft",Under Construction,Possession by Sep 2023,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,Unique K Ville,Ravet,60.6,L,"3,462 / sq ft",Under Construction,Possession by Sep 2023,3 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,Shanti Mohan Ganga Asmi Wing 1,Wakad,60,L,"4,800 / sq ft",Under Construction,Possession by Dec 2026,3 BHK Property for Sale in Wakad Pune
World One Properties,AGENT,BHK,Apartment,Unique K Ville,Ravet,39.91,L,"4,202 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Ravet Pune
World One Properties,AGENT,BHK,Apartment,Nexus Westpride,Tathawade,43.89,L,"4,389 / sq ft",Under Construction,Possession by Apr 2023,2 BHK Property for Sale in Tathawade Pune
Yuga Properties,AGENT,Residential Plot,,BU Bhandari Greens,Dhanori,1.14,Cr,"5,428 / sq ft",Resale,,Property for Sale in Dhanori Pune
Prop Wisdom,AGENT,BHK,Apartment,Paranjape Forest Trails,Bhugaon,52,L,"9,318 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Bhugaon Pune
Prop Wisdom,AGENT,BHK,Apartment,,Bhugaon,64,L,"5,871 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bhugaon Pune
DAYSTARS REALTORS,AGENT,BHK,Apartment,Adi Elementis,Ravet,42,L,"3,652 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Ravet Pune
DAYSTARS REALTORS,AGENT,BHK,Apartment,GK Aryavat,Ravet,51,L,"4,951 / sq ft",Ready to move,New,2 BHK Property for Sale in Ravet Pune
DAYSTARS REALTORS,AGENT,BHK,Apartment,,Wakad,63,L,"4,059 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Wakad Pune
DAYSTARS REALTORS,AGENT,BHK,Apartment,Oxford Olympia,Wakad,47.22,L,"5,132 / sq ft",Ready to move,New,2 BHK Property for Sale in Wakad Pune
DAYSTARS REALTORS,AGENT,BHK,Apartment,Kiran Swastik,Sus,53.33,L,"5,228 / sq ft",Under Construction,Possession by Jun 2026,2 BHK Property for Sale in Sus Pune
Four Pillars Realtor,AGENT,BHK,Apartment,Marvel Piazza Phase 01,Viman Nagar,4.1,Cr,"8,913 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Viman Nagar Pune
SK Square Properties,AGENT,BHK,Apartment,Kalpataru Jade Residences,Baner,2.3,Cr,"9,918 / sq ft",Ready to move,East facing,4 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,Naiknavare Avon Vista Project 3,Balewadi,89,L,"8,279 / sq ft",Ready to move,New,2 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Kalpataru Jade Residences,Baner,1.7,Cr,"9,686 / sq ft",Ready to move,West facing,3 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,Majestique Ornate,Baner,2.5,Cr,"11,013 / sq ft",Ready to move,East facing,4 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,Majestique 27 Grand Residences Tower 2,Balewadi,1.6,Cr,"10,437 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Majestique Ornate,Baner,1.5,Cr,"9,740 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,Majestique 27 Grand Residences Tower 2,Balewadi,1,Cr,"7,570 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Kunal The Canary Residence Collection Balewadi,Balewadi,1.4,Cr,"8,378 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Pinnacle Neelanchal Phase III,Sus,72,L,"6,773 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Sus Pune
SK Square Properties,AGENT,BHK,Apartment,Manav Perfect 10,Balewadi,83,L,"8,058 / sq ft",Ready to move,New,2 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Naiknavare Avon Vista Project 3,Balewadi,1.2,Cr,"9,015 / sq ft",Ready to move,New,3 BHK Property for Sale in Balewadi Pune
SK Square Properties,AGENT,BHK,Apartment,Majestique Ornate,Baner,1.77,Cr,"10,393 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,Yashada Jubilee Hills,Baner,3,Cr,"11,641 / sq ft",Ready to move,East facing,4 BHK Property for Sale in Baner Pune
SK Square Properties,AGENT,BHK,Apartment,,Ravet,65,L,"6,040 / sq ft",Ready to move,,2 BHK Property for Sale in Ravet Pune
SK Square Properties,AGENT,BHK,Apartment,,Ravet,65,L,"6,040 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Ravet Pune
SK Square Properties,AGENT,BHK,Apartment,Unique K Shire Wing A B C D,Punawale,1.09,Cr,"6,404 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Punawale Pune
SK Square Properties,AGENT,BHK,Apartment,Unique K Shire Wing A B C D,Punawale,67,L,"6,135 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Punawale Pune
SK Square Properties,AGENT,BHK,Apartment,Pethkar Siyona,Tathawade,1,Cr,"6,896 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Pethkar Siyona,Tathawade,67,L,"5,578 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Pharande Puneville Phase I,Tathawade,1,Cr,"6,844 / sq ft",Ready to move,New,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Pharande Puneville Phase I,Tathawade,70,L,"6,334 / sq ft",Ready to move,New,2 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Mahindra Happinest Tathawade Phase 2,Tathawade,1.05,Cr,"7,553 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,,Tathawade,87,L,"6,802 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,,Tathawade,67,L,"6,374 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Manav And Nagpal La Centra,Tathawade,63,L,"6,200 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Rohan Ananta Phase III,Tathawade,63,L,"6,122 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,,Tathawade,95,L,"6,874 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Divya Austin County,Tathawade,1.09,Cr,"8,207 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Tathawade Pune
SK Square Properties,AGENT,BHK,Apartment,Goel Ganga Legend Building B6,Bavdhan,87,L,"7,565 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Bavdhan Pune
RK Properties,AGENT,BHK,Apartment,,Balewadi,1.18,Cr,"7,520 / sq ft",Under Construction,East facing,3 BHK Property for Sale in Balewadi Pune
RK Properties,AGENT,BHK,Apartment,Bhansali Zinnea 2,Bavdhan,1.15,Cr,"8,378 / sq ft",Ready to move,New,3 BHK Property for Sale in Bavdhan Pune
Prop Wisdom,AGENT,BHK,Apartment,,Karve Nagar,46,L,"6,157 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Karve Nagar Pune
Omkar Reality,AGENT,BHK,Apartment,Godrej Infinity,Mundhwa,80,L,"7,272 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Mundhwa Pune
Omkar Reality,AGENT,BHK,Apartment,Godrej Rejuve,Mundhwa,76,L,"7,238 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Mundhwa Pune
Riddhi Enterprises,AGENT,BHK,Apartment,Reputed Builder Picasso Kedari Arcade,Wanowrie,47,L,"7,230 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Wanowrie Pune
Lexis Realty,AGENT,BHK,Apartment,Nirman Astoria Royals,Ravet,66,L,"6,273 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Ravet Pune
Parthmagic,AGENT,BHK,Apartment,Gaikwad Nirvanas,Wakad,84.76,L,"12,669 / sq ft",Under Construction,Possession by Mar 2026,2 BHK Property for Sale in Wakad Pune
Parthmagic,AGENT,BHK,Apartment,Gaikwad Nirvanas,Wakad,1.11,Cr,"12,799 / sq ft",Under Construction,Possession by Mar 2026,3 BHK Property for Sale in Wakad Pune
Parthmagic,AGENT,BHK,Apartment,Gaikwad Nirvanas,Wakad,1.11,Cr,"12,799 / sq ft",Under Construction,Possession by Mar 2026,3 BHK Property for Sale in Wakad Pune
Parthmagic,AGENT,BHK,Apartment,Gaikwad Nirvanas,Wakad,83.99,L,"12,669 / sq ft",Under Construction,Possession by Mar 2026,2 BHK Property for Sale in Wakad Pune
Parthmagic,AGENT,BHK,Apartment,Gaikwad Nirvanas,Wakad,83.99,L,"12,669 / sq ft",Under Construction,Possession by Mar 2026,2 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Shivam 19 Grand West,Thergaon,79,L,"7,022 / sq ft",Under Construction,Possession by Nov 2024,2 BHK Property for Sale in Thergaon Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Shivdan M J Opera,Wakad,63,L,"6,188 / sq ft",Under Construction,Possession by Sep 2025,2 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Shivdan M J Opera,Wakad,94,L,"6,469 / sq ft",Under Construction,Possession by Sep 2025,3 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,67,L,"6,836 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,84,L,"6,913 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Enrich Homes Reality,AGENT,BHK,Apartment,,Tathawade,62,L,"6,243 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Tathawade Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Abhinav Pebbles Greenfield,Tathawade,85,L,"6,049 / sq ft",Under Construction,Possession by Nov 2025,3 BHK Property for Sale in Tathawade Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Saheel I Trend Life Plus,Wakad,62,L,"6,150 / sq ft",Under Construction,Possession by Feb 2025,2 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Aum Casa Imperia EWS,Wakad,72,L,"6,837 / sq ft",Ready to move,New,2 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Sukhwani Skylines,Wakad,76,L,"6,859 / sq ft",Under Construction,Possession by May 2027,2 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,RGS Forte,Wakad,95,L,"6,874 / sq ft",Under Construction,Possession by Mar 2027,3 BHK Property for Sale in Wakad Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Surya Skies,Tathawade,52,L,"5,038 / sq ft",Under Construction,Possession by Nov 2025,2 BHK Property for Sale in Tathawade Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Rahul Construction Rahul Downtown,Punawale,58,L,"5,725 / sq ft",Under Construction,Possession by Apr 2025,2 BHK Property for Sale in Punawale Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Rahul Construction Rahul Downtown,Punawale,76,L,"5,753 / sq ft",Under Construction,Possession by Apr 2025,3 BHK Property for Sale in Punawale Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Rohan Ananta,Tathawade,56,L,"6,100 / sq ft",Under Construction,Possession by Feb 2024,2 BHK Property for Sale in Tathawade Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Pride Purple Park Titan,Hinjewadi,65,L,"6,103 / sq ft",Under Construction,Possession by May 2026,2 BHK Property for Sale in Hinjewadi Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Pride Purple Park Titan,Hinjewadi,65,L,"6,103 / sq ft",Under Construction,Possession by May 2026,2 BHK Property for Sale in Hinjewadi Pune
Enrich Homes Reality,AGENT,BHK,Apartment,Pride Purple Park Titan,Hinjewadi,95,L,"6,638 / sq ft",Under Construction,Possession by May 2026,3 BHK Property for Sale in Hinjewadi Pune
