seller-name,seller-type,layout_type,property_type,projName,location,val 2,unit,area,val 4,possession,number of bedrooms
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,88.25,L,"9,359 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,1.1,Cr,"9,446 / sq ft",Under Construction,Possession by May 2028,3 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,1.1,Cr,"9,446 / sq ft",Under Construction,Possession by May 2028,3 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,88.25,L,"9,359 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,88.25,L,"9,359 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,1.09,Cr,"9,451 / sq ft",Under Construction,Possession by May 2028,3 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,1.09,Cr,"9,451 / sq ft",Under Construction,Possession by May 2028,3 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,68.93,L,"9,468 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Pharande Puneville Phase III Cluster A,Tathawade,68.93,L,"9,468 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Tathawade Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.24,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.2,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.6,Cr,"19,786 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.24,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.1,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.2,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.24,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.24,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.2,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.2,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.6,Cr,"19,786 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.6,Cr,"19,786 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.1,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.1,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.1,Cr,"14,751 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.1,Cr,"14,751 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.12,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Bhandari 43 Privet Drive C Building,Balewadi,2.12,Cr,"15,602 / sq ft",Under Construction,Possession by May 2023,3 BHK Property for Sale in Balewadi Pune
Subrato Raha,AGENT,BHK,Apartment,Gera Planet Of Joy,Wagholi,67,L,"10,789 / sq ft",Under Construction,Possession by Dec 2025,2 BHK Property for Sale in Wagholi Pune
Value Homes,AGENT,BHK,Apartment,,Kiwale,52,L,"4,642 / sq ft",Under Construction,,2 BHK Property for Sale in Kiwale Pune
Value Homes,AGENT,BHK,Apartment,GK Arise,Tathawade,50,L,"5,102 / sq ft",Under Construction,Possession by Dec 2022,2 BHK Property for Sale in Tathawade Pune
Value Homes,AGENT,BHK,Apartment,Vision Aristo,Ravet,52,L,"5,098 / sq ft",Under Construction,Possession by Feb 2026,2 BHK Property for Sale in Ravet Pune
Value Homes,AGENT,BHK,Apartment,City Sai Signature,Mamurdi,47,L,"4,653 / sq ft",Under Construction,Possession by Nov 2025,2 BHK Property for Sale in Mamurdi Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Lohia Vallonia,Bavdhan,1,Cr,"8,888 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Lohia Vallonia,Bavdhan,1.5,Cr,"10,416 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Paranjape Paranjape Gloria Grand,Bavdhan,1.35,Cr,"8,766 / sq ft",Under Construction,Possession by Aug 2022,3 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Paranjape Paranjape Gloria Grand,Bavdhan,98,L,"8,750 / sq ft",Under Construction,Possession by Aug 2022,2 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Shree Balaji Orchard Park,Bavdhan,45,L,"6,923 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Puraniks Abitante Phase 1A,Bavdhan,64,L,"7,111 / sq ft",Under Construction,East facing,2 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Godrej Meadows Phase 2,Mahalunge,56,L,"8,615 / sq ft",Under Construction,Possession by Dec 2024,1 BHK Property for Sale in Mahalunge Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Godrej Green Cove,Mahalunge,99,L,"7,333 / sq ft",Ready to move,West facing,3 BHK Property for Sale in Mahalunge Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Abhinav Pebbles II,Bavdhan,88,L,"8,461 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Bavdhan Pune
Ajinkya Tara Property,AGENT,BHK,Apartment,Godrej Green Cove,Mahalunge,78,L,"7,722 / sq ft",Under Construction,Possession by Sep 2024,2 BHK Property for Sale in Mahalunge Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55,L,"11,316 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,56.99,L,"10,555 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55,L,"11,316 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,56.99,L,"10,555 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55,L,"11,316 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55,L,"11,316 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,56.99,L,"10,555 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,56.99,L,"10,555 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,73.04,L,"10,391 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,73.04,L,"10,391 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,83.56,L,"10,203 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,83.56,L,"10,203 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,91.29,L,"7,836 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,91.29,L,"7,836 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,67.32,L,"13,657 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,67.32,L,"13,657 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,72.47,L,"11,064 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,72.47,L,"11,064 / sq ft",Under Construction,Possession by Dec 2028,2 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55.79,L,"11,434 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,55.79,L,"11,434 / sq ft",Under Construction,Possession by Dec 2028,1 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,89.56,L,"10,041 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,89.56,L,"10,041 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,1.54,Cr,"11,266 / sq ft",Under Construction,Possession by Dec 2028,4 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,1.54,Cr,"11,266 / sq ft",Under Construction,Possession by Dec 2028,4 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,84.56,L,"9,632 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,84.56,L,"9,632 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,83.24,L,"10,189 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
Subrato Raha,AGENT,BHK,Apartment,Sukhwani Kingsley,Thergaon,83.24,L,"10,189 / sq ft",Under Construction,Possession by Dec 2028,3 BHK Property for Sale in Thergaon Pune
VSProperties,AGENT,BHK,Apartment,Ravinanda Skylights,Wagholi,55,L,"5,000 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
VSProperties,AGENT,BHK,Apartment,Gulmohar Primrose,Wagholi,65,L,"6,114 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
VSProperties,AGENT,BHK,Apartment,Kolte Patil Ivy Estate Nia,Wagholi,50,L,"5,555 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
VSProperties,AGENT,BHK,Apartment,Icon Imperio,Wagholi,38,L,"5,629 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wagholi Pune
VSProperties,AGENT,BHK,Apartment,Maple Aura County,Wagholi,31,L,"4,920 / sq ft",Ready to move,Resale,1 BHK Property for Sale in Wagholi Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Splendour,Wakad,96,L,"7,058 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Splendour,Wakad,95,L,"7,037 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Harmony,Wakad,84,L,"8,076 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Elementa,Wakad,98,L,"6,322 / sq ft",Ready to move,East facing,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,5 Star Royal Entrada Phase II,Wakad,1.2,Cr,"7,594 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.33,Cr,"9,172 / sq ft",Ready to move,,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.32,Cr,"9,166 / sq ft",Ready to move,,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.31,Cr,"9,160 / sq ft",Ready to move,,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Crescendo,Wakad,1.3,Cr,"9,090 / sq ft",Ready to move,,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalpataru Harmony,Wakad,85,L,"6,640 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Unique Blliss,Wakad,92,L,"6,052 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,1.32,Cr,"8,627 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
Bricklane Realtors,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,1.31,Cr,"8,562 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
Bricklane Realtors,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,1.3,Cr,"8,552 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
Bricklane Realtors,AGENT,BHK,Apartment,Godrej 24,Hinjewadi,1.33,Cr,"8,580 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hinjewadi Pune
Bricklane Realtors,AGENT,BHK,Apartment,Elementa,Wakad,72,L,"6,792 / sq ft",Ready to move,,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalcon Zenone,Wakad,70,L,"5,737 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Manav Silver Skyscapes,Wakad,96,L,"6,193 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Unique Blliss,Wakad,96,L,"6,153 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Unique Blliss,Wakad,95,L,"6,129 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Unique Blliss,Wakad,94,L,"6,103 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Unique Blliss,Wakad,93,L,"6,078 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.53,Cr,"10,699 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.52,Cr,"10,704 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.51,Cr,"10,709 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.5,Cr,"10,714 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Reputed Builder Regalia Apartment,Wakad,95,L,"6,333 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalcon Zenone,Wakad,74,L,"5,873 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalcon Zenone,Wakad,73,L,"5,840 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalcon Zenone,Wakad,72,L,"5,806 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kalcon Zenone,Wakad,71,L,"5,772 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wakad Pune
Bricklane Realtors,AGENT,BHK,Apartment,Kasturi Apostrophe Next,Wakad,1.54,Cr,"10,694 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Wakad Pune
PIN CLICK PROPERTY MANAGEMENT PVT LTD,AGENT,BHK,Apartment,Anp Autograph,Punawale,2.36,Cr,"15,289 / sq ft",Under Construction,Possession by May 2028,4 BHK Property for Sale in Punawale Pune
PIN CLICK PROPERTY MANAGEMENT PVT LTD,AGENT,BHK,Apartment,Anp Autograph,Punawale,95.5,L,"12,733 / sq ft",Under Construction,Possession by May 2028,2 BHK Property for Sale in Punawale Pune
PIN CLICK PROPERTY MANAGEMENT PVT LTD,AGENT,BHK,Apartment,Anp Autograph,Punawale,1.41,Cr,"14,228 / sq ft",Under Construction,Possession by May 2028,3 BHK Property for Sale in Punawale Pune
PIN CLICK PROPERTY MANAGEMENT PVT LTD,AGENT,BHK,Apartment,Vilas Yashone Eternity,Hinjewadi,85,L,"9,444 / sq ft",Under Construction,Possession by May 2025,3 BHK Property for Sale in Hinjewadi Pune
SKYLINE GROUP,AGENT,BHK,Apartment,K Raheja Sterling,NIBM Annex Mohammadwadi,75,L,"6,944 / sq ft",Ready to move,East facing,2 BHK Property for Sale in NIBM Annex Mohammadwadi Pune
SKYLINE GROUP,AGENT,BHK,Apartment,Majestique 38 Park Majestique C And F,Undri,41,L,"4,141 / sq ft",Ready to move,New,2 BHK Property for Sale in Undri Pune
SKYLINE GROUP,AGENT,BHK,Apartment,Fortune Prima,NIBM Annex Mohammadwadi,44.6,L,"4,129 / sq ft",Ready to move,East facing,2 BHK Property for Sale in NIBM Annex Mohammadwadi Pune
SKYLINE GROUP,AGENT,BHK,Apartment,Unitree ARV Regalia,Undri,51,L,"4,722 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Undri Pune
SKYLINE GROUP,AGENT,BHK,Apartment,Macrotech Lodha Codename Only The Best,NIBM Annex Mohammadwadi,79,L,"6,917 / sq ft",Ready to move,East facing,2 BHK Property for Sale in NIBM Annex Mohammadwadi Pune
SKYLINE GROUP,AGENT,BHK,Apartment,K Raheja Raheja Reserve,Kondhwa,74,L,"6,757 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Kondhwa Pune
RK Properties,AGENT,BHK,Apartment,Excellaa Prospera,Bavdhan,1.17,Cr,"7,312 / sq ft",Under Construction,Possession by Dec 2027,3 BHK Property for Sale in Bavdhan Pune
RK Properties,AGENT,BHK,Apartment,Excellaa Prospera,Bavdhan,1.14,Cr,"7,600 / sq ft",Under Construction,Possession by Dec 2027,3 BHK Property for Sale in Bavdhan Pune
Prop Wisdom,AGENT,BHK,Apartment,,Wakad,51,L,"7,500 / sq ft",Ready to move,East facing,1 BHK Property for Sale in Wakad Pune
Candor Properties,AGENT,BHK,Apartment,Sanskruti Sanskruti Meander Wing A,Wagholi,35,L,"4,084 / sq ft",Under Construction,Possession by Mar 2024,2 BHK Property for Sale in Wagholi Pune
Candor Properties,AGENT,BHK,Apartment,Gandhi Bafna Ayaan,Wagholi,65,L,"7,428 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
Candor Properties,AGENT,BHK,Apartment,Ravinanda Skylights,Wagholi,45,L,"4,812 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Wagholi Pune
Candor Properties,AGENT,BHK,Apartment,Godrej Serene,Mamurdi,76,L,"10,146 / sq ft",Under Construction,Possession by Jun 2027,2 BHK Property for Sale in Mamurdi Pune
Red Motive Realty Service Pvt ltd,AGENT,BHK,Apartment,Amanora Gateway Tower 100,Hadapsar,2.51,Cr,"12,096 / sq ft",Ready to move,Resale,3 BHK Property for Sale in Hadapsar Pune
VSProperties,AGENT,BHK,Apartment,Gulmohar Symphony,Kharadi,68,L,"6,800 / sq ft",Ready to move,Resale,2 BHK Property for Sale in Kharadi Pune
tejaswini,AGENT,BHK,Apartment,Venus Shubh Gloriya,Manjari,54.91,L,"5,603 / sq ft",Ready to move,East facing,2 BHK Property for Sale in Manjari Pune
N G Enterprises,AGENT,BHK,Apartment,Kumar Palmspring Towers A6 A7 And B3,NIBM Annex Mohammadwadi,83,L,"9,540 / sq ft",Under Construction,Possession by Mar 2024,2 BHK Property for Sale in NIBM Annex Mohammadwadi Pune
